300530018,20210101,0,48.392,-115.553
300530018,20210101,1,48.154,-115.933
300530018,20210101,2,47.898,-116.255
300530018,20210101,3,47.622,-116.514
300530018,20210101,4,47.374,-116.702
300530018,20210101,5,47.128,-116.939
300530018,20210101,6,46.890,-117.221
300530018,20210101,7,46.686,-117.441
300530018,20210101,8,46.534,-117.593
300530018,20210101,9,46.349,-117.898
300530018,20210101,10,46.134,-118.221
300530018,20210101,11,45.945,-118.412
300530018,20210101,12,45.750,-118.681
300530018,20210101,13,45.581,-118.993
300530018,20210101,14,45.439,-119.448
300530018,20210101,15,45.298,-119.927
300530018,20210101,16,45.195,-120.436
300530018,20210101,17,45.107,-120.971
300530018,20210101,18,45.044,-121.572
300530018,20210101,19,45.026,-122.177
300530018,20210101,20,44.899,-122.666
300530018,20210101,21,44.716,-123.040
300530018,20210101,22,44.603,-123.482
300530018,20210101,23,44.552,-124.005
300530018,20210101,24,44.488,-124.471
300530018,20210102,0,48.392,-115.553
300530018,20210102,1,48.084,-116.261
300530018,20210102,2,47.779,-116.693
300530018,20210102,3,47.548,-116.913
300530018,20210102,4,47.292,-117.137
300530018,20210102,5,47.031,-117.354
300530018,20210102,6,46.835,-117.527
300530018,20210102,7,46.675,-117.676
300530018,20210102,8,46.544,-117.790
300530018,20210102,9,46.389,-117.921
300530018,20210102,10,46.110,-118.055
300530018,20210102,11,45.645,-118.202
300530018,20210102,12,45.082,-118.418
300530018,20210102,13,44.678,-118.817
300530018,20210102,14,44.235,-119.056
300530018,20210102,15,43.774,-119.302
300530018,20210102,16,43.368,-119.373
300530018,20210102,17,43.018,-119.468
300530018,20210102,18,42.686,-119.597
300530018,20210102,19,42.416,-119.729
300530018,20210102,20,42.203,-119.875
300530018,20210102,21,42.056,-119.987
300530018,20210102,22,41.958,-120.077
300530018,20210102,23,41.890,-120.157
300530018,20210102,24,41.855,-120.223
300530018,20210103,0,48.392,-115.553
300530018,20210103,1,48.005,-116.312
300530018,20210103,2,47.700,-116.683
300530018,20210103,3,47.512,-116.816
300530018,20210103,4,47.299,-116.918
300530018,20210103,5,47.057,-117.011
300530018,20210103,6,46.831,-117.052
300530018,20210103,7,46.636,-117.045
300530018,20210103,8,46.501,-117.007
300530018,20210103,9,46.379,-116.978
300530018,20210103,10,46.208,-116.995
300530018,20210103,11,45.828,-117.193
300530018,20210103,12,45.372,-117.681
300530018,20210103,13,45.008,-118.177
300530018,20210103,14,44.762,-118.944
300530018,20210103,15,44.428,-119.625
300530018,20210103,16,44.145,-120.463
300530018,20210103,17,43.847,-121.322
300530018,20210103,18,43.529,-122.203
300530018,20210103,19,43.156,-122.833
300530018,20210103,20,42.724,-123.364
300530018,20210103,21,42.289,-123.906
300530018,20210103,22,41.833,-124.237
300530018,20210103,23,41.413,-124.372
300530018,20210103,24,41.063,-124.502
300530018,20210104,0,48.392,-115.553
300530018,20210104,1,48.155,-115.523
300530018,20210104,2,47.958,-115.633
300530018,20210104,3,47.821,-115.781
300530018,20210104,4,47.680,-115.975
300530018,20210104,5,47.463,-116.201
300530018,20210104,6,47.190,-116.445
300530018,20210104,7,46.930,-116.644
300530018,20210104,8,46.703,-116.769
300530018,20210104,9,46.525,-116.840
300530018,20210104,10,46.359,-116.914
300530018,20210104,11,46.126,-117.183
300530018,20210104,12,45.852,-117.670
300530018,20210104,13,45.597,-118.110
300530018,20210104,14,45.388,-118.444
300530018,20210104,15,45.235,-118.887
300530018,20210104,16,45.095,-119.433
300530018,20210104,17,44.949,-119.980
300530018,20210104,18,44.788,-120.469
300530018,20210104,19,44.601,-121.075
300530018,20210104,20,44.403,-121.712
300530018,20210104,21,44.116,-122.376
300530018,20210104,22,43.836,-122.852
300530018,20210104,23,43.617,-123.273
300530018,20210104,24,43.477,-123.624
300530018,20210105,0,48.392,-115.553
300530018,20210105,1,48.302,-116.039
300530018,20210105,2,48.146,-116.434
300530018,20210105,3,47.962,-116.749
300530018,20210105,4,47.777,-117.062
300530018,20210105,5,47.630,-117.286
300530018,20210105,6,47.475,-117.526
300530018,20210105,7,47.335,-117.727
300530018,20210105,8,47.210,-117.890
300530018,20210105,9,47.095,-118.038
300530018,20210105,10,46.975,-118.211
300530018,20210105,11,46.848,-118.417
300530018,20210105,12,46.706,-118.634
300530018,20210105,13,46.558,-118.813
300530018,20210105,14,46.412,-118.971
300530018,20210105,15,46.270,-119.159
300530018,20210105,16,46.128,-119.349
300530018,20210105,17,46.014,-119.458
300530018,20210105,18,45.954,-119.465
300530018,20210105,19,45.920,-119.414
300530018,20210105,20,45.881,-119.341
