"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Virginia","Salem City",2025,61,48,13,0,0,0,0,72,55,28,0,0,0,61,0
"Virginia","Stafford",2025,176,168,8,0,0,0,0,71,47,37,0,0,175,0,1
"Virginia","Suffolk City",2025,122,116,5,1,0,0,0,101,49,41,0,0,122,0,0
"Virginia","Virginia Beach City",2025,181,138,43,0,0,0,0,68,55,34,0,0,0,181,0
"Virginia","Wythe",2025,116,105,11,0,0,0,0,77,50,42,0,0,116,0,0
"Washington","Adams",2025,73,72,1,0,0,0,0,57,32,14,0,0,0,73,0
"Washington","Asotin",2025,90,58,32,0,0,0,0,82,72,41,0,0,0,90,0
"Washington","Benton",2025,90,77,13,0,0,0,0,68,53,20,0,0,0,77,13
"Washington","Chelan",2025,90,74,16,0,0,0,0,69,53,37,0,0,0,90,0
"Washington","Clallam",2025,90,63,27,0,0,0,0,60,57,43,0,0,6,84,0
"Washington","Clark",2025,90,71,19,0,0,0,0,80,60,29,0,0,0,90,0
"Washington","Columbia",2025,120,117,3,0,0,0,0,53,44,36,0,0,97,23,0
"Washington","Cowlitz",2025,90,74,16,0,0,0,0,72,60,27,0,0,0,90,0
"Washington","Franklin",2025,88,85,3,0,0,0,0,55,43,22,0,0,0,88,0
"Washington","Garfield",2025,90,88,2,0,0,0,0,52,38,17,0,0,0,90,0
"Washington","Grant",2025,90,82,8,0,0,0,0,59,50,26,0,0,0,90,0
"Washington","Grays Harbor",2025,90,89,1,0,0,0,0,52,37,19,0,0,0,90,0
"Washington","Jefferson",2025,83,75,8,0,0,0,0,59,48,21,0,0,0,83,0
"Washington","King",2025,91,55,36,0,0,0,0,74,64,43,1,6,23,61,0
"Washington","Kitsap",2025,90,87,3,0,0,0,0,58,43,21,0,0,0,90,0
"Washington","Kittitas",2025,90,67,23,0,0,0,0,81,58,31,0,0,0,90,0
"Washington","Lewis",2025,82,68,14,0,0,0,0,74,55,23,0,0,0,82,0
"Washington","Mason",2025,90,75,15,0,0,0,0,67,55,27,0,0,0,90,0
"Washington","Okanogan",2025,84,39,45,0,0,0,0,84,65,52,0,0,0,84,0
"Washington","Pacific",2025,90,90,0,0,0,0,0,39,27,13,0,0,0,90,0
"Washington","Pierce",2025,90,58,32,0,0,0,0,89,74,46,0,1,47,42,0
"Washington","Skagit",2025,90,88,2,0,0,0,0,54,35,18,0,0,0,90,0
"Washington","Snohomish",2025,90,42,48,0,0,0,0,87,77,53,0,0,0,90,0
"Washington","Spokane",2025,90,57,33,0,0,0,0,71,68,38,0,0,0,90,0
"Washington","Stevens",2025,90,62,28,0,0,0,0,65,63,38,0,0,0,82,8
"Washington","Thurston",2025,60,60,0,0,0,0,0,49,44,17,0,0,0,60,0
"Washington","Walla Walla",2025,90,74,16,0,0,0,0,70,58,27,0,0,0,74,16
"Washington","Whatcom",2025,89,81,8,0,0,0,0,58,49,23,0,0,0,89,0
"Washington","Whitman",2025,90,89,1,0,0,0,0,51,34,16,0,0,0,90,0
"Washington","Yakima",2025,90,56,34,0,0,0,0,87,68,41,0,0,0,89,1
"West Virginia","Berkeley",2025,40,31,9,0,0,0,0,74,55,43,0,0,20,20,0
"West Virginia","Brooke",2025,90,68,22,0,0,0,0,70,59,36,0,0,0,90,0
"West Virginia","Cabell",2025,90,68,22,0,0,0,0,71,57,39,0,0,20,70,0
"West Virginia","Greenbrier",2025,30,24,6,0,0,0,0,77,61,44,0,0,30,0,0
"West Virginia","Hancock",2025,90,68,22,0,0,0,0,71,57,35,0,0,12,78,0
"West Virginia","Harrison",2025,29,22,7,0,0,0,0,61,55,29,0,0,0,29,0
"West Virginia","Kanawha",2025,91,71,20,0,0,0,0,63,55,40,1,0,30,60,0
"West Virginia","Marion",2025,28,21,7,0,0,0,0,60,56,31,0,0,0,28,0
"West Virginia","Marshall",2025,65,31,34,0,0,0,0,75,63,51,0,0,0,65,0
"West Virginia","Monongalia",2025,48,37,11,0,0,0,0,97,61,43,0,0,29,19,0
"West Virginia","Ohio",2025,50,41,9,0,0,0,0,67,56,41,0,0,28,22,0
"West Virginia","Tucker",2025,120,109,11,0,0,0,0,71,50,38,0,0,120,0,0
"West Virginia","Wood",2025,49,39,10,0,0,0,0,65,55,40,0,0,30,19,0
"Wisconsin","Ashland",2025,90,85,5,0,0,0,0,63,46,37,0,0,76,14,0
"Wisconsin","Brown",2025,90,78,12,0,0,0,0,79,54,27,0,0,1,89,0
"Wisconsin","Columbia",2025,1,1,0,0,0,0,0,42,42,42,0,0,1,0,0
"Wisconsin","Dane",2025,90,71,19,0,0,0,0,80,58,36,0,0,1,89,0
"Wisconsin","Dodge",2025,91,77,14,0,0,0,0,79,52,37,1,0,65,24,1
"Wisconsin","Eau Claire",2025,90,75,15,0,0,0,0,78,56,29,0,0,1,89,0
"Wisconsin","Fond du Lac",2025,1,1,0,0,0,0,0,40,40,40,0,0,1,0,0
"Wisconsin","Forest",2025,88,79,9,0,0,0,0,71,52,39,0,0,73,15,0
"Wisconsin","Grant",2025,90,65,25,0,0,0,0,89,63,42,0,0,0,90,0
"Wisconsin","Jackson",2025,41,32,9,0,0,0,0,79,60,27,0,0,0,41,0
"Wisconsin","Jefferson",2025,1,1,0,0,0,0,0,40,40,40,0,0,1,0,0
"Wisconsin","Kenosha",2025,90,79,11,0,0,0,0,73,52,34,0,0,27,63,0
"Wisconsin","Kewaunee",2025,1,1,0,0,0,0,0,42,42,42,0,0,1,0,0
"Wisconsin","La Crosse",2025,1,1,0,0,0,0,0,39,39,39,0,0,1,0,0
"Wisconsin","Manitowoc",2025,1,1,0,0,0,0,0,40,40,40,0,0,1,0,0
"Wisconsin","Marathon",2025,89,79,10,0,0,0,0,71,52,24,0,0,1,88,0
"Wisconsin","Milwaukee",2025,91,66,25,0,0,0,0,76,55,37,1,12,1,70,7
"Wisconsin","Monroe",2025,12,12,0,0,0,0,0,35,31,23,0,0,0,12,0
"Wisconsin","Outagamie",2025,90,76,14,0,0,0,0,81,55,27,0,0,1,89,0
"Wisconsin","Ozaukee",2025,90,81,9,0,0,0,0,70,52,23,0,0,1,89,0
"Wisconsin","Racine",2025,1,1,0,0,0,0,0,43,43,43,0,0,1,0,0
"Wisconsin","Rock",2025,1,1,0,0,0,0,0,42,42,42,0,0,1,0,0
"Wisconsin","Sauk",2025,90,77,13,0,0,0,0,88,55,27,0,0,1,88,1
"Wisconsin","Sheboygan",2025,1,1,0,0,0,0,0,41,41,41,0,0,1,0,0
"Wisconsin","Taylor",2025,120,118,2,0,0,0,0,64,44,37,0,0,120,0,0
"Wisconsin","Vilas",2025,1,1,0,0,0,0,0,41,41,41,0,0,1,0,0
"Wisconsin","Walworth",2025,1,1,0,0,0,0,0,42,42,42,0,0,1,0,0
"Wisconsin","Waukesha",2025,90,69,21,0,0,0,0,85,56,36,0,0,1,88,1
"Wyoming","Albany",2025,145,91,52,2,0,0,0,144,72,48,0,0,96,25,24
"Wyoming","Campbell",2025,120,103,17,0,0,0,0,99,53,39,0,0,56,31,33
"Wyoming","Carbon",2025,90,90,0,0,0,0,0,30,19,7,0,90,0,0,0
"Wyoming","Converse",2025,90,89,1,0,0,0,0,53,45,39,0,1,83,0,6
"Wyoming","Fremont",2025,178,144,34,0,0,0,0,78,58,39,0,0,61,110,7
"Wyoming","Johnson",2025,90,89,1,0,0,0,0,51,45,39,0,0,87,0,3
"Wyoming","Laramie",2025,91,80,11,0,0,0,0,67,51,44,1,0,84,6,0
"Wyoming","Lincoln",2025,90,88,2,0,0,0,0,77,18,8,0,0,0,0,90
"Wyoming","Natrona",2025,90,88,2,0,0,0,0,62,47,41,0,0,84,6,0
"Wyoming","Park",2025,137,137,0,0,0,0,0,45,22,12,0,0,0,137,0
"Wyoming","Platte",2025,88,72,9,2,3,2,0,283,89,17,0,0,0,0,88
"Wyoming","Sheridan",2025,120,96,24,0,0,0,0,70,53,37,0,3,47,69,1
"Wyoming","Sublette",2025,120,88,32,0,0,0,0,87,61,46,0,0,118,2,0
"Wyoming","Sweetwater",2025,118,110,8,0,0,0,0,69,47,40,0,0,81,32,5
"Wyoming","Teton",2025,177,156,21,0,0,0,0,84,51,41,0,0,117,39,21
"Wyoming","Washakie",2025,171,167,4,0,0,0,0,59,20,7,0,0,0,171,0
